epoch,acc,loss,val_acc,val_loss
0,0.8976920829681566,0.30687911410952323,0.3515981735159817,4.159411092102209
1,0.9230499561753079,0.24177248450075017,0.5296803652968036,3.6921546919033204
2,0.9359626058977736,0.19451186851367872,0.3424657534246575,2.2388444332470114
3,0.941571720730238,0.183580687217656,0.2465753424657534,7.975207401660593
4,0.9500438212094654,0.1586353354238729,0.3835616438356164,3.253218984964248
5,0.95325737657026,0.15237882724943266,0.5570776255707762,2.4629929654809395
6,0.9555360794798728,0.13940946677084246,0.4429223744292237,3.156444060130988
7,0.959626059012562,0.13130368101898948,0.365296803652968,3.4224399099545764
8,0.9606777680571442,0.12191029233308937,0.365296803652968,3.2425828161062733
9,0.9628396143733567,0.11800931319773955,0.45662100456621,3.0181656847427805
10,0.9636576102798946,0.11718010813642099,0.2694063926940639,3.4147847333558636
11,0.966286882868713,0.10910424284556439,0.4429223744292237,1.9732575573103972
12,0.9667543090855975,0.10908620021899924,0.4611872146118721,2.607093998167138
13,0.9693251533742331,0.09917924102681999,0.6164383561643836,3.621090993544898
14,0.9712532865872273,0.09320155986713416,0.4885844748858447,4.587446901355898
15,0.9738825591586328,0.0887442673914289,0.5616438356164384,3.1805002675702707
16,0.9709027169149869,0.0916769272172478,0.589041095890411,1.7616502786570571
17,0.9734735612036226,0.08562211302456506,0.593607305936073,2.924209121553582
18,0.9720128542388562,0.08820151670561385,0.5342465753424658,3.423655018215626
19,0.9744668419515046,0.08224277830003317,0.5753424657534246,3.403380207684051
20,0.976628688302543,0.07851396670536169,0.4200913242009132,3.6137721095732975
21,0.975284837861525,0.07879281392940785,0.5159817351598174,2.6992220863818526
22,0.9759859772129711,0.07572859997572412,0.4337899543378995,2.42840658472945
23,0.9770961145194274,0.07526373342294469,0.5570776255707762,2.116060166856602
24,0.9770376862401402,0.07510714873452781,0.5251141552511416,3.974233283402069
25,0.9794916739702015,0.06664001949952075,0.365296803652968,3.5766098110233457
26,0.9762781186059244,0.07467704789061126,0.5753424657534246,3.370777314479191
