epoch,acc,loss,val_acc,val_loss
0,0.91792656587473,0.2571402663384252,0.42926273840871115,2.931796893753152
1,0.9316443873818469,0.2153519196109077,0.3489894676914318,1.8692355800007538
2,0.9389994746366237,0.1942838154510068,0.4090520922373477,1.8024970116589505
3,0.9416262915113415,0.17443895492796013,0.3663535439837464,2.0132488796522976
4,0.9500904792481466,0.16013553826012578,0.5593509821344772,2.030838165600823
0,0.9354386784157607,0.20533810922483814,0.37033874182459503,2.2833516586889
1,0.9419181600781054,0.18020615161707365,0.4842015371647039,1.438998068834756
2,0.9495067421633296,0.15388673756903973,0.4693993738224932,1.9343791192595245
3,0.9548187496351643,0.14752078506095045,0.3583831483084118,2.317740073205398
4,0.9572704453913957,0.13626869224169774,0.5240535155816733,1.3521093224108203
5,0.9627575740060722,0.11644216279883211,0.46000569314825,2.558881937456443
6,0.9656762594127605,0.11075799512459382,0.4998576715100772,2.1110439790540565
7,0.9669021072908762,0.09973088417126776,0.40734415030737325,2.0012761238053622
8,0.9698207927149611,0.0988612651688387,0.5340165101392569,1.5302447621855613
9,0.9739069523260769,0.08552471205744812,0.4372331340988918,1.6535587526609712
10,0.9746074368278573,0.08381574715764213,0.4281241104490323,1.700866438403891
11,0.9603642519409258,0.13249246391897396,0.5072587532702586,1.383418467626455
12,0.9621154632127735,0.12051782726469101,0.41816111586387766,1.8347181838833977
13,0.9642169167181147,0.11448046098421431,0.39908909764158873,1.7424635632642815
14,0.9679528340435468,0.10049743669257712,0.42954739539704023,1.915607891529332
15,0.9719222462376991,0.08953401333872668,0.45032735556202874,2.2439810858470506
16,0.972389235888156,0.0884697004211866,0.37119271278321964,2.7345282700948825
17,0.975249547621156,0.07823715463630135,0.3498434386585399,3.4948671581464854
18,0.9760084058314181,0.07380836519120378,0.40421292349513765,2.0908656211242764
19,0.978226606736326,0.06662187848178053,0.48078565329202994,1.512752867681567
20,0.981904150370673,0.06209472319624757,0.46427554801560317,1.607873697855043
21,0.9812620395773743,0.059639265236893446,0.42698548256146274,1.8723901578445499
22,0.9684781974198821,0.1022689726193242,0.38770281810842616,2.0969496822547207
23,0.9711050143015586,0.09590284724822952,0.3561058924251087,2.787001703934489
24,0.9724476095966377,0.0883425427365342,0.5388556789747847,2.7329455710801174
25,0.9725643570309978,0.0822482131456142,0.5402789638740128,2.513537686264077
26,0.9767672640242835,0.07281281585738467,0.44947338457583297,1.772204211523076
27,0.9778179907769541,0.06510628230530426,0.43808710508932935,2.799243840912011
28,0.978810343821143,0.06806188816867156,0.5226302306230611,1.6153064291938024
29,0.9802113128247038,0.05985680392629475,0.4523199544633653,2.1648964089204403
30,0.9821376452045999,0.057378274597725334,0.4483347566267584,2.0661193119505685
31,0.9838888564590509,0.05103079750043362,0.4397950470193037,2.31741812669956
32,0.9853481991710933,0.04724095079669576,0.43296327925698896,2.2774430529330822
33,0.9740236997256436,0.07859003494699869,0.5752917734215207,1.1958051018995877
34,0.9740820734341252,0.08308482213406505,0.41389126103470003,3.117652464483051
35,0.9777596170684724,0.06864129503201957,0.45146598349837813,1.9638404506175158
36,0.9781682330278443,0.06988542873886322,0.46769143184161815,1.5564468792622972
37,0.9804448076586305,0.05765341018244435,0.4665528039052688,1.8700980764829362
38,0.9814955344113011,0.05993773874034607,0.5129518929944227,2.514099126591019
39,0.9835969879166423,0.04970059706052752,0.46285226303154064,2.1192900725249855
40,0.9852898254626117,0.04472742796429528,0.42755479652115397,2.3769915280028555
41,0.9851147043545633,0.04444726951328213,0.5189296897578165,1.696444800223783
42,0.9869242893000992,0.040424967220669274,0.43865641908295433,2.448372604363059
43,0.9868659155916175,0.04231503135261973,0.45829775121827565,2.3410180276050343
44,0.9769423851497285,0.07185373619336763,0.44662681469678406,1.5856051260407684
45,0.9799194442822953,0.06628970244041135,0.47993168233128447,1.7996307126552062
46,0.9795692020314051,0.06210285928200107,0.48590947914557886,3.923397985306894
47,0.9802696865331855,0.06247019250953584,0.4486194136320544,2.9386951202617357
48,0.9825462611639717,0.05472719649214171,0.3951038998686076,3.6714354216322884
49,0.9854065728969718,0.04607220863198803,0.3666382009932841,3.4979834438490114
50,0.9855233202965384,0.044231958962625544,0.441218331960949,2.757458329302546
51,0.9877415212188431,0.04152951055773328,0.46114432116095033,2.8019355091992995
52,0.986574047049209,0.04050826748483114,0.4412183319354987,2.5067070572932084
53,0.9889673690969587,0.032581126014692506,0.44406490186120656,2.655890326332985
54,0.9888506216799954,0.03628019384701243,0.4560204953116431,2.4178886223545177
55,0.980561555075594,0.060073776692309136,0.3993737546935436,2.539402742315282
56,0.9812620395773743,0.05600147207424588,0.5681753487090524,2.0854128080998398
57,0.9824878874728867,0.052856146978975706,0.4921719328718514,2.270449753537872
58,0.9833634930827155,0.05126905524326339,0.41218331912593426,4.078567385843192
59,0.9859903099643921,0.04569685687488206,0.42442356962408395,2.8903203546033773
60,0.9866907944661725,0.03931002218161988,0.42869342442781133,3.5046111278441634
61,0.9860486836728737,0.04007862420550048,0.45801309427236375,1.9523014354461488
62,0.988908995388477,0.036729107647117135,0.48277825227395915,2.164950779995754
63,0.9892008639308856,0.03439313838908914,0.43153999431110196,3.0966962766280854
64,0.9907769540598914,0.02728188363859255,0.4375177911126712,2.851203811497828
65,0.9900180958496293,0.028101424108138304,0.4352405351636215,2.7912816491657737
66,0.9798610705912103,0.06293061114296129,0.4315399943153437,1.8292300329906053
67,0.9841807250014594,0.052828449109124924,0.45004269857369966,1.8681996848689773
68,0.9840639775844959,0.04702287328345907,0.4745231995699991,2.0265011921113554
69,0.985406572879575,0.04491128731799044,0.4856248221148326,2.4349586431572248
